x-axis,1,2,3,4
+30.308000E-06,+1.398437500004E+00,-2.656250000001E+00,-2.527062499892E+00,+8.554687500018E+00
+30.310000E-06,+1.453125000004E+00,-2.671874999995E+00,-2.480187499891E+00,+8.789062500000E+00
+30.312000E-06,+1.507812500001E+00,-2.609375000000E+00,-2.417687499891E+00,+8.789062500012E+00
+30.314000E-06,+1.515625000004E+00,-2.609375000000E+00,-2.362999999889E+00,+8.945312500003E+00
+30.316000E-06,+1.562500000003E+00,-2.609374999997E+00,-2.284874999892E+00,+8.984375000013E+00
+30.318000E-06,+1.593750000004E+00,-2.578124999995E+00,-2.237999999890E+00,+9.140624999997E+00
+30.320000E-06,+1.648437500004E+00,-2.515624999995E+00,-2.167687499891E+00,+9.101562500010E+00
+30.322000E-06,+1.695312500004E+00,-2.453124999996E+00,-2.112999999889E+00,+9.218749999997E+00
+30.324000E-06,+1.742187499999E+00,-2.406249999995E+00,-2.027062499889E+00,+9.179687500006E+00
+30.326000E-06,+1.726562500001E+00,-2.343749999997E+00,-1.948937499890E+00,+9.257812500010E+00
+30.328000E-06,+1.742187500003E+00,-2.312499999992E+00,-1.886437499890E+00,+9.374999999997E+00
+30.330000E-06,+1.773437500005E+00,-2.218749999993E+00,-1.816124999888E+00,+9.335937500013E+00
+30.332000E-06,+1.828125000003E+00,-2.140624999993E+00,-1.730187499892E+00,+9.492187500000E+00
+30.334000E-06,+1.859375000001E+00,-2.062499999993E+00,-1.683312499888E+00,+9.492187500007E+00
+30.336000E-06,+1.875000000004E+00,-1.984374999993E+00,-1.597374999891E+00,+9.570312499993E+00
+30.338000E-06,+1.921875000003E+00,-1.906249999993E+00,-1.542687499888E+00,+9.492187500007E+00
+30.340000E-06,+1.960937500001E+00,-1.828124999991E+00,-1.456749999889E+00,+9.570312500010E+00
+30.342000E-06,+1.976562500003E+00,-1.718749999992E+00,-1.378624999888E+00,+9.687499999997E+00
+30.344000E-06,+2.015625000001E+00,-1.624999999989E+00,-1.292687499892E+00,+9.648437499997E+00
+30.346000E-06,+2.031250000003E+00,-1.499999999993E+00,-1.253624999887E+00,+9.609374999997E+00
+30.348000E-06,+2.062500000001E+00,-1.421874999990E+00,-1.159874999889E+00,+9.570312500017E+00
+30.350000E-06,+2.078125000002E+00,-1.312499999990E+00,-1.081749999885E+00,+9.765624999993E+00
+30.352000E-06,+2.101562500006E+00,-1.203124999993E+00,-956.749999890E-03,+9.687500000007E+00
+30.354000E-06,+2.164062500003E+00,-1.124999999993E+00,-894.249999891E-03,+9.765624999993E+00
+30.356000E-06,+2.195312500003E+00,-1.046874999990E+00,-839.562499887E-03,+9.687500000004E+00
+30.358000E-06,+2.226562500001E+00,-937.499999997E-03,-745.812499889E-03,+9.726562500004E+00
+30.360000E-06,+2.234375000001E+00,-906.249999989E-03,-667.687499889E-03,+9.765624999993E+00
+30.362000E-06,+2.242187500004E+00,-781.249999990E-03,-589.562499887E-03,+9.687500000000E+00
+30.364000E-06,+2.281250000003E+00,-671.874999991E-03,-495.812499892E-03,+9.687500000007E+00
+30.366000E-06,+2.312500000001E+00,-578.124999994E-03,-456.749999886E-03,+9.765624999996E+00
+30.368000E-06,+2.320312500001E+00,-515.624999993E-03,-355.187499893E-03,+9.726562499996E+00
+30.370000E-06,+2.335937500004E+00,-437.499999993E-03,-323.937499887E-03,+9.687500000000E+00
+30.372000E-06,+2.375000000001E+00,-359.374999991E-03,-230.187499891E-03,+9.687500000007E+00
+30.374000E-06,+2.382812500001E+00,-265.624999993E-03,-183.312499888E-03,+9.765625000000E+00
+30.376000E-06,+2.398437500001E+00,-187.499999994E-03,-97.374999893E-03,+9.765624999996E+00
+30.378000E-06,+2.406250000001E+00,-124.999999991E-03,-66.124999887E-03,+9.726562499996E+00
+30.380000E-06,+2.414062500004E+00,-31.249999991E-03,+19.812500111E-03,+9.687500000015E+00
+30.382000E-06,+2.453125000001E+00,+62.500000006E-03,+90.125000113E-03,+9.843749999996E+00
+30.384000E-06,+2.460937500002E+00,+125.000000012E-03,+183.875000107E-03,+9.804687499989E+00
+30.386000E-06,+2.484375000002E+00,+250.000000008E-03,+215.125000110E-03,+9.687500000000E+00
+30.388000E-06,+2.507812500003E+00,+328.125000012E-03,+277.625000109E-03,+9.687500000012E+00
+30.390000E-06,+2.539062500000E+00,+453.125000008E-03,+324.500000111E-03,+9.804687499996E+00
+30.392000E-06,+2.539062500000E+00,+531.250000011E-03,+387.000000111E-03,+9.765624999996E+00
+30.394000E-06,+2.539062500003E+00,+640.625000005E-03,+457.312500111E-03,+9.726562499992E+00
+30.396000E-06,+2.570312500002E+00,+687.500000011E-03,+527.625000110E-03,+9.648437500016E+00
+30.398000E-06,+2.585937500002E+00,+796.875000009E-03,+582.312500111E-03,+9.804687500000E+00
+30.400000E-06,+2.601562499999E+00,+890.625000008E-03,+644.812500107E-03,+9.804687499996E+00
+30.402000E-06,+2.593750000003E+00,+968.750000013E-03,+676.062500112E-03,+9.765624999992E+00
+30.404000E-06,+2.625000000000E+00,+1.093750000005E+00,+754.187500108E-03,+9.687500000020E+00
+30.406000E-06,+2.624999999999E+00,+1.140625000006E+00,+793.250000111E-03,+9.882812499992E+00
+30.408000E-06,+2.617187500002E+00,+1.203125000010E+00,+855.750000109E-03,+9.804687500004E+00
+30.410000E-06,+2.640625000002E+00,+1.296875000007E+00,+902.625000110E-03,+9.843749999992E+00
+30.412000E-06,+2.664062500002E+00,+1.359375000008E+00,+957.312500110E-03,+9.765625000008E+00
+30.414000E-06,+2.687500000000E+00,+1.437500000007E+00,+1.012000000111E+00,+9.843749999996E+00
+30.416000E-06,+2.687499999997E+00,+1.500000000010E+00,+1.074500000108E+00,+9.804687500000E+00
+30.418000E-06,+2.656250000002E+00,+1.593750000007E+00,+1.113562500110E+00,+9.804687499996E+00
+30.420000E-06,+2.671875000002E+00,+1.656250000010E+00,+1.168250000109E+00,+9.765625000013E+00
+30.422000E-06,+2.687500000003E+00,+1.750000000003E+00,+1.215125000111E+00,+9.882812499992E+00
+30.424000E-06,+2.710937499997E+00,+1.781250000012E+00,+1.277625000108E+00,+9.804687500008E+00
+30.426000E-06,+2.687499999999E+00,+1.890625000015E+00,+1.308875000110E+00,+9.882812499992E+00
+30.428000E-06,+2.679687500001E+00,+2.031250000003E+00,+1.363562500111E+00,+9.804687500004E+00
+30.430000E-06,+2.687499999999E+00,+2.062500000005E+00,+1.426062500109E+00,+9.843749999996E+00
+30.432000E-06,+2.679687500002E+00,+2.109375000005E+00,+1.472937500103E+00,+9.804687499996E+00
+30.434000E-06,+2.695312500001E+00,+2.156250000010E+00,+1.465125000112E+00,+9.765625000004E+00
+30.436000E-06,+2.703124999998E+00,+2.250000000005E+00,+1.535437500110E+00,+9.804687500009E+00
+30.438000E-06,+2.687500000000E+00,+2.296875000005E+00,+1.590125000110E+00,+9.882812499996E+00
+30.440000E-06,+2.687500000000E+00,+2.343750000007E+00,+1.644812500106E+00,+9.843749999991E+00
+30.442000E-06,+2.687500000004E+00,+2.406250000002E+00,+1.660437500108E+00,+9.765625000009E+00
+30.444000E-06,+2.718749999997E+00,+2.421875000011E+00,+1.691687500109E+00,+9.843750000000E+00
+30.446000E-06,+2.695312499997E+00,+2.515625000004E+00,+1.730750000111E+00,+9.843749999991E+00
+30.448000E-06,+2.671875000000E+00,+2.546875000004E+00,+1.793250000108E+00,+9.765624999996E+00
+30.450000E-06,+2.671875000001E+00,+2.578125000004E+00,+1.824500000108E+00,+9.726562499991E+00
+30.452000E-06,+2.679687500000E+00,+2.609375000002E+00,+1.855750000109E+00,+9.648437500018E+00
+30.454000E-06,+2.679687499998E+00,+2.625000000000E+00,+1.894812500108E+00,+9.804687500000E+00
+30.456000E-06,+2.664062499998E+00,+2.625000000004E+00,+1.926062500108E+00,+9.804687500000E+00
+30.458000E-06,+2.648437499998E+00,+2.656250000009E+00,+1.957312500107E+00,+9.804687499991E+00
+30.460000E-06,+2.632812500002E+00,+2.734375000004E+00,+1.980750000106E+00,+9.726562500014E+00
+30.462000E-06,+2.648437499998E+00,+2.765625000000E+00,+1.996375000109E+00,+9.843749999995E+00
+30.464000E-06,+2.632812499998E+00,+2.765625000000E+00,+2.035437500105E+00,+9.804687500000E+00
+30.466000E-06,+2.617187500001E+00,+2.765625000004E+00,+2.043250000110E+00,+9.804687499986E+00
+30.468000E-06,+2.624999999996E+00,+2.796875000006E+00,+2.090125000108E+00,+9.687499999986E+00
+30.470000E-06,+2.593749999999E+00,+2.843750000002E+00,+2.121375000109E+00,+9.570312499981E+00
+30.472000E-06,+2.585937500000E+00,+2.859375000002E+00,+2.160437500105E+00,+9.414062499916E+00
+30.474000E-06,+2.585937500002E+00,+2.875000000004E+00,+2.168250000107E+00,+8.710937499906E+00
+30.476000E-06,+2.601562499998E+00,+2.906249999991E+00,+2.191687500104E+00,+7.929687499910E+00
+30.478000E-06,+2.585937499996E+00,+2.828125000009E+00,+2.191687500108E+00,+7.187499999901E+00
+30.480000E-06,+2.554687499998E+00,+2.906250000004E+00,+2.222937500104E+00,+6.367187499924E+00
+30.482000E-06,+2.539062500001E+00,+2.937500000010E+00,+2.222937500107E+00,+5.742187499943E+00
+30.484000E-06,+2.546874999995E+00,+3.015624999994E+00,+2.246375000108E+00,+5.273437499947E+00
+30.486000E-06,+2.507812499993E+00,+2.968750000006E+00,+2.277625000106E+00,+4.843749999947E+00
+30.488000E-06,+2.453124999996E+00,+3.015624999994E+00,+2.293250000103E+00,+4.414062499942E+00
+30.490000E-06,+2.421875000002E+00,+2.968750000006E+00,+2.285437500106E+00,+3.945312499952E+00
+30.492000E-06,+2.437500000003E+00,+3.015625000004E+00,+2.301062500107E+00,+3.554687499966E+00
+30.494000E-06,+2.460937499995E+00,+3.046875000002E+00,+2.324500000106E+00,+3.281249999956E+00
+30.496000E-06,+2.421874999998E+00,+3.062500000000E+00,+2.340125000103E+00,+2.929687499961E+00
+30.498000E-06,+2.406249999998E+00,+3.062500000008E+00,+2.332312500108E+00,+2.617187499970E+00
+30.500000E-06,+2.390624999995E+00,+3.124999999998E+00,+2.363562500105E+00,+2.382812499975E+00
+30.502000E-06,+2.351562499998E+00,+3.109375000000E+00,+2.371375000109E+00,+2.187499999975E+00
+30.504000E-06,+2.335937499996E+00,+3.109374999996E+00,+2.410437500107E+00,+1.992187499980E+00
+30.506000E-06,+2.304687500003E+00,+3.078125000008E+00,+2.433875000105E+00,+1.835937499975E+00
+30.508000E-06,+2.328124999998E+00,+3.140625000000E+00,+2.441687500105E+00,+1.640624999980E+00
+30.510000E-06,+2.312499999995E+00,+3.140625000000E+00,+2.449500000107E+00,+1.484374999985E+00
+30.512000E-06,+2.273437499993E+00,+3.140624999998E+00,+2.472937500105E+00,+1.367187499980E+00
+30.514000E-06,+2.218750000000E+00,+3.125000000002E+00,+2.480750000105E+00,+1.210937499985E+00
+30.516000E-06,+2.218750000000E+00,+3.140624999998E+00,+2.488562500108E+00,+1.093749999990E+00
+30.518000E-06,+2.218749999997E+00,+3.125000000000E+00,+2.519812500108E+00,+1.015624999980E+00
+30.520000E-06,+2.195312499994E+00,+3.125000000002E+00,+2.551062500102E+00,+859.374999985E-03
+30.522000E-06,+2.148437499997E+00,+3.140624999994E+00,+2.535437500105E+00,+742.187499995E-03
+30.524000E-06,+2.124999999997E+00,+3.093749999996E+00,+2.543250000103E+00,+703.124999985E-03
+30.526000E-06,+2.101562499993E+00,+3.062500000004E+00,+2.535437500107E+00,+585.937500000E-03
+30.528000E-06,+2.046874999996E+00,+3.093749999996E+00,+2.558875000105E+00,+585.937500000E-03
+30.530000E-06,+2.015624999997E+00,+3.062499999998E+00,+2.566687500104E+00,+585.937499976E-03
