x-axis,1,2,3,4
+30.152000E-06,-1.578124999997E+00,-929.687499999E-03,+195.312500001E-03,+9.687500000002E+00
+30.154000E-06,-1.507812499999E+00,-898.437500000E-03,+214.843750000E-03,+9.726562500003E+00
+30.156000E-06,-1.476562499998E+00,-898.437499999E-03,+218.750000000E-03,+9.804687499995E+00
+30.158000E-06,-1.429687499999E+00,-882.812500000E-03,+222.656249999E-03,+9.687500000003E+00
+30.160000E-06,-1.414062499998E+00,-882.812500000E-03,+199.218750000E-03,+9.765625000000E+00
+30.162000E-06,-1.374999999998E+00,-875.000000000E-03,+203.125000000E-03,+9.765624999998E+00
+30.164000E-06,-1.320312499998E+00,-882.812499999E-03,+203.125000001E-03,+9.726562500000E+00
+30.166000E-06,-1.273437499998E+00,-859.375000000E-03,+218.750000000E-03,+9.726562500002E+00
+30.168000E-06,-1.234374999999E+00,-867.187500000E-03,+218.750000000E-03,+9.765624999998E+00
+30.170000E-06,-1.218749999998E+00,-875.000000000E-03,+214.843749999E-03,+9.726562500002E+00
+30.172000E-06,-1.179687499998E+00,-882.812499999E-03,+203.125000001E-03,+9.765624999995E+00
+30.174000E-06,-1.124999999997E+00,-867.187500000E-03,+214.843750000E-03,+9.648437500005E+00
+30.176000E-06,-1.062499999998E+00,-859.375000000E-03,+210.937500000E-03,+9.765625000002E+00
+30.178000E-06,-1.023437499998E+00,-867.187500000E-03,+214.843750000E-03,+9.804687500002E+00
+30.180000E-06,-984.374999999E-03,-867.187500000E-03,+210.937500000E-03,+9.843749999996E+00
+30.182000E-06,-960.937499997E-03,-867.187500000E-03,+203.125000000E-03,+9.765625000002E+00
+30.184000E-06,-890.624999998E-03,-874.999999999E-03,+203.125000000E-03,+9.804687500000E+00
+30.186000E-06,-851.562499998E-03,-851.562500001E-03,+210.937500000E-03,+9.804687499996E+00
+30.188000E-06,-812.499999998E-03,-867.187499999E-03,+210.937500000E-03,+9.726562500000E+00
+30.190000E-06,-781.249999998E-03,-843.750000001E-03,+214.843749999E-03,+9.726562500002E+00
+30.192000E-06,-734.374999998E-03,-859.374999999E-03,+203.125000000E-03,+9.765625000002E+00
+30.194000E-06,-703.124999997E-03,-843.750000001E-03,+203.125000000E-03,+9.804687499998E+00
+30.196000E-06,-648.437499998E-03,-867.187499999E-03,+195.312500000E-03,+9.765624999998E+00
+30.198000E-06,-601.562499998E-03,-851.562500000E-03,+199.218750000E-03,+9.726562500004E+00
+30.200000E-06,-570.312499998E-03,-859.375000000E-03,+199.218750000E-03,+9.804687500000E+00
+30.202000E-06,-539.062499998E-03,-859.375000000E-03,+203.125000000E-03,+9.804687500002E+00
+30.204000E-06,-492.187499998E-03,-859.375000000E-03,+199.218750000E-03,+9.843749999998E+00
+30.206000E-06,-445.312499997E-03,-859.375000001E-03,+207.031250000E-03,+9.804687500000E+00
+30.208000E-06,-390.624999997E-03,-874.999999999E-03,+207.031250000E-03,+9.804687500002E+00
+30.210000E-06,-343.749999998E-03,-851.562500001E-03,+203.125000000E-03,+9.843749999998E+00
+30.212000E-06,-304.687499997E-03,-875.000000000E-03,+210.937500000E-03,+9.804687500000E+00
+30.214000E-06,-257.812499997E-03,-867.187500000E-03,+210.937499999E-03,+9.804687500002E+00
+30.216000E-06,-210.937499998E-03,-875.000000000E-03,+199.218750000E-03,+9.843750000000E+00
+30.218000E-06,-179.687499997E-03,-875.000000001E-03,+199.218750000E-03,+9.843749999996E+00
+30.220000E-06,-132.812499996E-03,-890.625000000E-03,+203.125000001E-03,+9.765625000002E+00
+30.222000E-06,-70.312499997E-03,-890.625000000E-03,+218.750000000E-03,+9.804687500000E+00
+30.224000E-06,-15.624999999E-03,-882.812500001E-03,+210.937500000E-03,+9.804687500002E+00
+30.226000E-06,+7.812500003E-03,-906.250000000E-03,+207.031250000E-03,+9.843749999995E+00
+30.228000E-06,+54.687500003E-03,-906.249999999E-03,+199.218750000E-03,+9.765625000005E+00
+30.230000E-06,+109.375000003E-03,-890.625000000E-03,+207.031250000E-03,+9.843749999995E+00
+30.232000E-06,+156.250000002E-03,-890.625000001E-03,+199.218750000E-03,+9.765625000002E+00
+30.234000E-06,+195.312500002E-03,-906.250000001E-03,+203.125000000E-03,+9.804687499998E+00
+30.236000E-06,+234.375000002E-03,-921.874999998E-03,+207.031250000E-03,+9.765625000000E+00
+30.238000E-06,+265.625000001E-03,-890.625000000E-03,+203.125000000E-03,+9.765625000005E+00
+30.240000E-06,+289.062500005E-03,-898.437499999E-03,+199.218750000E-03,+9.843749999998E+00
+30.242000E-06,+375.000000003E-03,-882.812500001E-03,+203.125000000E-03,+9.804687500000E+00
+30.244000E-06,+421.875000002E-03,-906.249999999E-03,+199.218750000E-03,+9.804687499998E+00
+30.246000E-06,+460.937500001E-03,-890.625000000E-03,+207.031250000E-03,+9.765625000005E+00
+30.248000E-06,+484.375000001E-03,-890.625000000E-03,+203.125000000E-03,+9.843749999998E+00
+30.250000E-06,+507.812500003E-03,-898.437499999E-03,+199.218749999E-03,+9.804687500000E+00
+30.252000E-06,+562.500000005E-03,-882.812499999E-03,+187.500000000E-03,+9.804687500000E+00
+30.254000E-06,+632.812500002E-03,-875.000000001E-03,+187.500000001E-03,+9.804687500005E+00
+30.256000E-06,+664.062500002E-03,-882.812499999E-03,+195.312500000E-03,+9.882812499997E+00
+30.258000E-06,+695.312500002E-03,-874.999999999E-03,+199.218750000E-03,+9.843749999995E+00
+30.260000E-06,+726.562500005E-03,-867.187499999E-03,+199.218749999E-03,+9.765624999995E+00
+30.262000E-06,+796.875000004E-03,-851.562500001E-03,+191.406250000E-03,+9.687499999990E+00
+30.264000E-06,+851.562500003E-03,-859.374999999E-03,+195.312500001E-03,+9.531249999971E+00
+30.266000E-06,+890.625000002E-03,-843.750000001E-03,+203.125000000E-03,+9.101562499944E+00
+30.268000E-06,+914.062500004E-03,-859.374999999E-03,+203.125000001E-03,+8.281249999949E+00
+30.270000E-06,+976.562500003E-03,-851.562500002E-03,+210.937499999E-03,+7.539062499946E+00
+30.272000E-06,+1.023437500004E+00,-874.999999997E-03,+195.312500000E-03,+6.757812499957E+00
+30.274000E-06,+1.085937500004E+00,-828.124999998E-03,+199.218750000E-03,+6.132812499959E+00
+30.276000E-06,+1.140625000001E+00,-804.687499997E-03,+203.125000001E-03,+5.546874999962E+00
+30.278000E-06,+1.148437499999E+00,-765.624999999E-03,+218.749999999E-03,+4.999999999967E+00
+30.280000E-06,+1.140625000003E+00,-757.812500001E-03,+207.031249999E-03,+4.531249999975E+00
+30.282000E-06,+1.179687500004E+00,-773.437499999E-03,+191.406249999E-03,+4.179687499969E+00
+30.284000E-06,+1.242187500005E+00,-765.624999998E-03,+175.781250001E-03,+3.749999999980E+00
+30.286000E-06,+1.304687500003E+00,-742.187500000E-03,+195.312500001E-03,+3.476562499969E+00
+30.288000E-06,+1.343750000001E+00,-742.187499999E-03,+207.031249999E-03,+3.046874999980E+00
+30.290000E-06,+1.351562500003E+00,-726.562500000E-03,+199.218749999E-03,+2.773437499980E+00
+30.292000E-06,+1.390625000003E+00,-726.562499998E-03,+187.500000000E-03,+2.499999999985E+00
+30.294000E-06,+1.429687500005E+00,-703.125000000E-03,+183.593750000E-03,+2.304687499982E+00
+30.296000E-06,+1.492187500002E+00,-703.125000001E-03,+187.500000001E-03,+2.070312499982E+00
+30.298000E-06,+1.523437499999E+00,-718.749999998E-03,+199.218750000E-03,+1.835937499982E+00
+30.300000E-06,+1.515625000005E+00,-695.312499998E-03,+195.312500000E-03,+1.601562499994E+00
+30.302000E-06,+1.578125000003E+00,-664.062499999E-03,+199.218750000E-03,+1.523437499985E+00
+30.304000E-06,+1.617187500004E+00,-656.249999998E-03,+203.124999999E-03,+1.328124999991E+00
+30.306000E-06,+1.671875000001E+00,-625.000000002E-03,+195.312500000E-03,+1.210937499991E+00
+30.308000E-06,+1.687500000002E+00,-648.437499999E-03,+191.406250002E-03,+1.093749999991E+00
+30.310000E-06,+1.718750000001E+00,-632.812499999E-03,+210.937500000E-03,+976.562499997E-03
+30.312000E-06,+1.734375000002E+00,-624.999999998E-03,+207.031250000E-03,+937.499999988E-03
+30.314000E-06,+1.765625000002E+00,-593.750000001E-03,+203.124999999E-03,+781.249999997E-03
+30.316000E-06,+1.796875000003E+00,-609.374999999E-03,+191.406250000E-03,+742.187499997E-03
+30.318000E-06,+1.835937499999E+00,-601.562500003E-03,+191.406250001E-03,+703.124999997E-03
+30.320000E-06,+1.828125000002E+00,-632.812499999E-03,+203.125000001E-03,+664.062499994E-03
+30.322000E-06,+1.851562500004E+00,-617.187499999E-03,+210.937499999E-03,+585.937499997E-03
+30.324000E-06,+1.898437500002E+00,-601.562499998E-03,+203.124999999E-03,+546.874999990E-03
+30.326000E-06,+1.921875000005E+00,-578.125000000E-03,+191.406249999E-03,+429.687499997E-03
+30.328000E-06,+1.976562500001E+00,-578.124999997E-03,+175.781250002E-03,+390.624999990E-03
+30.330000E-06,+1.992187500001E+00,-546.875000001E-03,+195.312500001E-03,+273.437499997E-03
+30.332000E-06,+2.007812500003E+00,-562.499999997E-03,+203.125000001E-03,+234.375000000E-03
+30.334000E-06,+2.046875000004E+00,-531.249999997E-03,+210.937499999E-03,+234.375000000E-03
+30.336000E-06,+2.093750000005E+00,-492.187499997E-03,+195.312500000E-03,+234.375000003E-03
+30.338000E-06,+2.148437500000E+00,-460.937499999E-03,+191.406249999E-03,+273.437499987E-03
+30.340000E-06,+2.148437500003E+00,-453.124999998E-03,+179.687500002E-03,+117.187499993E-03
+30.342000E-06,+2.179687500001E+00,-429.687499997E-03,+203.125000000E-03,+39.062500003E-03
+30.344000E-06,+2.195312500001E+00,-398.437499998E-03,+207.031250000E-03,+78.124999997E-03
+30.346000E-06,+2.210937500003E+00,-374.999999998E-03,+203.124999999E-03,+39.062500003E-03
+30.348000E-06,+2.242187500001E+00,-351.562499999E-03,+191.406250001E-03,+78.124999997E-03
+30.350000E-06,+2.257812500001E+00,-335.937499998E-03,+199.218750000E-03,+39.062500003E-03
+30.352000E-06,+2.273437500001E+00,-312.499999997E-03,+199.218750001E-03,+78.124999993E-03
+30.354000E-06,+2.281250000004E+00,-281.249999999E-03,+214.843749999E-03,-7E-12
+30.356000E-06,+2.320312500006E+00,-273.437499994E-03,+207.031250000E-03,-78.125000000E-03
+30.358000E-06,+2.382812499999E+00,-210.937499999E-03,+207.031250000E-03,-78.124999996E-03
+30.360000E-06,+2.375000000001E+00,-195.312499998E-03,+207.031250001E-03,-39.062500000E-03
+30.362000E-06,+2.390625000001E+00,-171.874999999E-03,+218.749999999E-03,-39.062500004E-03
+30.364000E-06,+2.406250000004E+00,-164.062499994E-03,+207.031249999E-03,-78.125000000E-03
+30.366000E-06,+2.445312500001E+00,-101.562499994E-03,+199.218749999E-03,-78.124999996E-03
+30.368000E-06,+2.460937500001E+00,-39.062499999E-03,+191.406250001E-03,-39.062500004E-03
+30.370000E-06,+2.468750000001E+00,-23.437499998E-03,+203.124999999E-03,-78.125000000E-03
+30.372000E-06,+2.476562500002E+00,+5E-12,+195.312500001E-03,-78.125000004E-03
+30.374000E-06,+2.500000000002E+00,+54.687500004E-03,+207.031249999E-03,-117.187500000E-03
+30.376000E-06,+2.523437500002E+00,+93.750000005E-03,+195.312500000E-03,-117.187500000E-03
+30.378000E-06,+2.546875000001E+00,+148.437500004E-03,+195.312499999E-03,-117.187500000E-03
+30.380000E-06,+2.554687500003E+00,+187.500000002E-03,+187.500000002E-03,-117.187500000E-03
+30.382000E-06,+2.585937500000E+00,+210.937500004E-03,+203.125000000E-03,-117.187499996E-03
+30.384000E-06,+2.585937499999E+00,+250.000000004E-03,+207.031250000E-03,-78.124999996E-03
+30.386000E-06,+2.578125000000E+00,+289.062500003E-03,+203.124999998E-03,-39.062500011E-03
+30.388000E-06,+2.578125000004E+00,+320.312500002E-03,+187.500000000E-03,-156.250000000E-03
+30.390000E-06,+2.617187500002E+00,+343.750000002E-03,+187.500000001E-03,-156.249999992E-03
+30.392000E-06,+2.640624999998E+00,+367.187500002E-03,+199.218750001E-03,-78.125000004E-03
+30.394000E-06,+2.624999999999E+00,+390.625000002E-03,+207.031250000E-03,-117.187499996E-03
+30.396000E-06,+2.617187500004E+00,+414.062500002E-03,+207.031250000E-03,-78.125000004E-03
+30.398000E-06,+2.656250000002E+00,+437.500000003E-03,+203.125000000E-03,-117.187499996E-03
+30.400000E-06,+2.671875000000E+00,+468.749999998E-03,+199.218750000E-03,-78.125000000E-03
+30.402000E-06,+2.671874999999E+00,+453.125000001E-03,+203.125000000E-03,-78.125000004E-03
+30.404000E-06,+2.664062500001E+00,+460.937500005E-03,+203.125000000E-03,-117.187499996E-03
+30.406000E-06,+2.671875000001E+00,+507.812500002E-03,+207.031249998E-03,-78.125000008E-03
+30.408000E-06,+2.679687500000E+00,+523.437500000E-03,+187.500000000E-03,-156.249999992E-03
+30.410000E-06,+2.679687499999E+00,+523.437500000E-03,+187.500000000E-03,-78.125000008E-03
+30.412000E-06,+2.671875000000E+00,+523.437500002E-03,+183.593750001E-03,-156.249999996E-03
+30.414000E-06,+2.671875000002E+00,+546.875000002E-03,+191.406250001E-03,-117.187499996E-03
+30.416000E-06,+2.687500000000E+00,+562.500000002E-03,+199.218750000E-03,-78.125000000E-03
+30.418000E-06,+2.687500000000E+00,+578.124999998E-03,+203.124999998E-03,-78.125000017E-03
+30.420000E-06,+2.687500000001E+00,+562.500000003E-03,+187.500000000E-03,-234.374999979E-03
+30.422000E-06,+2.695312499999E+00,+593.750000003E-03,+183.593750001E-03,-39.062500000E-03
+30.424000E-06,+2.687499999999E+00,+624.999999998E-03,+191.406250001E-03,-39.062500004E-03
+30.426000E-06,+2.679687500001E+00,+609.375000000E-03,+199.218750000E-03,-78.125000004E-03
+30.428000E-06,+2.687500000002E+00,+609.375000003E-03,+199.218750000E-03,-117.187499992E-03
+30.430000E-06,+2.703124999998E+00,+632.812500002E-03,+199.218750000E-03,-39.062500004E-03
+30.432000E-06,+2.687499999998E+00,+648.437500001E-03,+199.218750001E-03,-78.124999996E-03
+30.434000E-06,+2.671875000003E+00,+656.249999997E-03,+210.937500000E-03,-39.062500004E-03
+30.436000E-06,+2.695312500000E+00,+632.812499999E-03,+207.031249999E-03,-78.125000000E-03
+30.438000E-06,+2.695312499998E+00,+625.000000001E-03,+199.218749999E-03,-78.125000004E-03
+30.440000E-06,+2.679687499997E+00,+632.812500003E-03,+191.406250000E-03,-117.187500000E-03
+30.442000E-06,+2.656250000000E+00,+664.062499997E-03,+187.500000001E-03,-117.187500000E-03
+30.444000E-06,+2.656250000000E+00,+640.625000001E-03,+195.312500001E-03,-117.187499991E-03
+30.446000E-06,+2.656249999999E+00,+648.437500000E-03,+207.031249998E-03,-39.062500004E-03
+30.448000E-06,+2.648437499998E+00,+648.437500001E-03,+191.406250000E-03,-78.125000004E-03
+30.450000E-06,+2.632812499996E+00,+656.249999997E-03,+191.406250000E-03,-117.187499996E-03
+30.452000E-06,+2.601562500001E+00,+632.812500001E-03,+191.406250001E-03,-78.125000000E-03
+30.454000E-06,+2.609375000000E+00,+640.625000000E-03,+199.218750000E-03,-78.124999996E-03
+30.456000E-06,+2.609375000001E+00,+640.624999998E-03,+203.125000000E-03,-39.062500004E-03
+30.458000E-06,+2.617187499996E+00,+625.000000000E-03,+203.124999998E-03,-78.125000005E-03
+30.460000E-06,+2.585937500000E+00,+624.999999999E-03,+187.500000000E-03,-117.187499986E-03
+30.462000E-06,+2.585937499997E+00,+617.187500000E-03,+187.500000001E-03,-5E-12
+30.464000E-06,+2.562500000000E+00,+617.187499999E-03,+195.312500001E-03,-39.062500000E-03
+30.466000E-06,+2.562499999998E+00,+609.375000000E-03,+203.124999999E-03,-39.062500000E-03
+30.468000E-06,+2.546874999996E+00,+609.374999999E-03,+195.312499999E-03,-39.062500005E-03
+30.470000E-06,+2.515624999995E+00,+601.562500002E-03,+183.593750000E-03,-78.124999968E-03
+30.472000E-06,+2.476562499999E+00,+617.187499999E-03,+187.500000001E-03,+195.312500028E-03
+30.474000E-06,+2.468749999999E+00,+609.375000001E-03,+199.218750000E-03,+429.687500084E-03
+30.476000E-06,+2.460937499998E+00,+617.187500002E-03,+195.312500000E-03,+1.132812500099E+00
+30.478000E-06,+2.445312499995E+00,+632.812500001E-03,+199.218749999E-03,+1.953125000080E+00
+30.480000E-06,+2.406249999997E+00,+640.625000000E-03,+191.406249999E-03,+2.617187500095E+00
+30.482000E-06,+2.382812499997E+00,+640.624999994E-03,+183.593750000E-03,+3.398437500076E+00
+30.484000E-06,+2.359375000001E+00,+593.749999997E-03,+179.687500000E-03,+4.023437500062E+00
+30.486000E-06,+2.367187499999E+00,+570.312499998E-03,+183.593750003E-03,+4.531250000057E+00
+30.488000E-06,+2.359374999996E+00,+554.687500004E-03,+207.031250000E-03,+5.000000000053E+00
+30.490000E-06,+2.328124999996E+00,+585.937499999E-03,+210.937499999E-03,+5.429687500053E+00
+30.492000E-06,+2.296875000000E+00,+578.124999999E-03,+199.218750000E-03,+5.859375000039E+00
+30.494000E-06,+2.296874999995E+00,+570.312499997E-03,+195.312500000E-03,+6.171875000044E+00
+30.496000E-06,+2.257812499998E+00,+546.874999993E-03,+195.312500001E-03,+6.523437500034E+00
+30.498000E-06,+2.242187499994E+00,+492.187499999E-03,+203.125000001E-03,+6.796875000034E+00
+30.500000E-06,+2.195312499999E+00,+484.375000001E-03,+210.937500000E-03,+7.070312500030E+00
+30.502000E-06,+2.187499999996E+00,+492.187499998E-03,+207.031249999E-03,+7.304687500025E+00
+30.504000E-06,+2.156250000000E+00,+476.562499998E-03,+195.312500001E-03,+7.500000000035E+00
+30.506000E-06,+2.156249999996E+00,+460.937499997E-03,+203.125000000E-03,+7.773437500030E+00
+30.508000E-06,+2.124999999995E+00,+437.499999998E-03,+203.125000001E-03,+8.007812500005E+00
+30.510000E-06,+2.085937499996E+00,+421.874999999E-03,+210.937500000E-03,+8.046875000020E+00
+30.512000E-06,+2.054687499994E+00,+414.062500001E-03,+210.937499999E-03,+8.203125000020E+00
+30.514000E-06,+2.007812499996E+00,+421.874999999E-03,+203.124999998E-03,+8.359375000000E+00
+30.516000E-06,+1.976562499999E+00,+414.062500000E-03,+191.406250002E-03,+8.359375000025E+00
+30.518000E-06,+1.968749999997E+00,+414.062500000E-03,+203.125000001E-03,+8.554687500025E+00
+30.520000E-06,+1.945312499998E+00,+414.062500001E-03,+210.937500000E-03,+8.750000000005E+00
+30.522000E-06,+1.929687499996E+00,+421.874999999E-03,+207.031250000E-03,+8.789062500020E+00
+30.524000E-06,+1.898437499998E+00,+414.062500005E-03,+203.125000000E-03,+8.945312500000E+00
+30.526000E-06,+1.882812499998E+00,+453.125000001E-03,+203.125000001E-03,+8.945312500019E+00
+30.528000E-06,+1.867187499996E+00,+460.937500007E-03,+214.843750000E-03,+9.101562500010E+00
+30.530000E-06,+1.835937499993E+00,+515.625000005E-03,+218.749999999E-03,+9.179687500000E+00
+30.532000E-06,+1.781249999994E+00,+554.687500006E-03,+207.031250000E-03,+9.179687500005E+00
+30.534000E-06,+1.734374999997E+00,+601.562500005E-03,+207.031250000E-03,+9.218750000005E+00
+30.536000E-06,+1.710937499997E+00,+640.625000005E-03,+203.125000002E-03,+9.257812500009E+00
+30.538000E-06,+1.687499999995E+00,+679.687500008E-03,+218.750000000E-03,+9.335937500000E+00
+30.540000E-06,+1.640624999995E+00,+750.000000005E-03,+218.749999998E-03,+9.335937500005E+00
+30.542000E-06,+1.601562499994E+00,+789.062500006E-03,+203.124999999E-03,+9.375000000013E+00
+30.544000E-06,+1.546874999996E+00,+843.750000006E-03,+195.312500000E-03,+9.492187500004E+00
+30.546000E-06,+1.507812499997E+00,+898.437500006E-03,+199.218750000E-03,+9.531249999996E+00
+30.548000E-06,+1.484374999997E+00,+953.125000006E-03,+203.125000000E-03,+9.492187500004E+00
+30.550000E-06,+1.460937499995E+00,+1.007812500004E+00,+207.031250000E-03,+9.531250000009E+00
